#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;;;;,
143;230;189;254;b_us_tx_big_lake;x;;;;;;;;;;;;;;;;;;;,
144;255;245;62;b_ca_nl_williams_harbour;x;;;;;;;;;;;;;;;;;;;,
145;248;224;110;b_ca_nl_west_st_modeste;x;;;;;;;;;;;;;;;;;;;,
146;199;197;82;b_br_16_alenquer;x;;;;;;;;;;;;;;;;;;;,
147;224;196;113;b_br_16_acampamento;x;;;;;;;;;;;;;;;;;;;,
148;198;192;77;b_br_16_santa_in_s;x;;;;;;;;;;;;;;;;;;;,
149;204;164;102;b_br_16_alenquer0;x;;;;;;;;;;;;;;;;;;;,
150;223;190;10;b_bo_03_alegrete;x;;;;;;;;;;;;;;;;;;;,
151;225;172;44;b_bo_03_riberalta;x;;;;;;;;;;;;;;;;;;;,
152;199;155;0;b_bo_03_aime;x;;;;;;;;;;;;;;;;;;;,
153;202;152;49;b_bo_08_ascenci_n_de_guarayos;x;;;;;;;;;;;;;;;;;;;,
154;255;197;22;b_bo_08_agua_blanca;x;;;;;;;;;;;;;;;;;;;,
155;255;187;46;b_bo_08_almac_n;x;;;;;;;;;;;;;;;;;;;,
156;207;153;9;b_bo_08_abeja;x;;;;;;;;;;;;;;;;;;;,
157;231;166;133;b_ar_20_puerto_deseado;x;;;;;;;;;;;;;;;;;;;,
158;253;164;147;b_ar_20_cerro_blanco;x;;;;;;;;;;;;;;;;;;;,
159;206;164;150;b_ar_20_bah_a_oso_marino;x;;;;;;;;;;;;;;;;;;;,
160;255;124;27;x;;;;;;;;;;;;;;;;;;;,
161;216;181;55;x;;;;;;;;;;;;;;;;;;;,
162;225;145;7;x;;;;;;;;;;;;;;;;;;;,
163;221;130;41;x;;;;;;;;;;;;;;;;;;;,
164;198;118;135;b_ar_05_chancan_;x;;;;;;;;;;;;;;;;;;;,
165;237;116;149;b_ar_12_aguayo;x;;;;;;;;;;;;;;;;;;;,
166;215;137;113;b_ar_05_dolores;x;;;;;;;;;;;;;;;;;;;,
167;224;98;95;b_ar_17_cafayate;x;;;;;;;;;;;;;;;;;;;,
168;219;151;104;b_ar_17_cach_;x;;;;;;;;;;;;;;;;;;;,
169;209;133;109;b_ar_17_angostura;x;;;;;;;;;;;;;;;;;;;,
170;234;116;179;b_ca_sk_macklin;x;;;;;;;;;;;;;;;;;;;,
171;255;100;210;b_ca_sk_unity;x;;;;;;;;;;;;;;;;;;;,
172;209;154;187;x;;;;;;;;;;;;;;;;;;;,
173;201;136;203;b_ca_sk_cando;x;;;;;;;;;;;;;;;;;;;,
174;224;125;112;b_ca_nb_hampton;x;;;;;;;;;;;;;;;;;;;,
175;248;82;87;b_ca_nb_saint_john;x;;;;;;;;;;;;;;;;;;;,
176;194;78;73;b_ca_nb_grand_bay_westfield;x;;;;;;;;;;;;;;;;;;;,
177;255;67;70;b_ca_nb_norton;x;;;;;;;;;;;;;;;;;;;,
178;217;90;16;x;;;;;;;;;;;;;;;;;;;,
179;221;70;0;x;;;;;;;;;;;;;;;;;;;,
180;249;64;93;b_us_in_seymour;x;;;;;;;;;;;;;;;;;;;,
181;253;45;62;b_us_in_salem;x;;;;;;;;;;;;;;;;;;;,
182;255;29;60;x;;;;;;;;;;;;;;;;;;;,
183;217;22;63;b_us_in_jeffersonville;x;;;;;;;;;;;;;;;;;;;,
184;253;16;46;b_us_in_bedford;x;;;;;;;;;;;;;;;;;;;,
185;255;30;62;b_us_in_new_albany;x;;;;;;;;;;;;;;;;;;;,
186;252;42;121;b_ca_mb_swan_river;x;;;;;;;;;;;;;;;;;;;,
187;203;23;79;b_ca_mb_whitmore;x;;;;;;;;;;;;;;;;;;;,
188;196;245;65;b_mx_20_san_jos_del;x;;;;;;;;;;;;;;;;;;;,
189;228;229;64;b_mx_20_puerto_escondido;x;;;;;;;;;;;;;;;;;;;,
190;213;213;54;b_mx_20_santa_catarina_juquila;x;;;;;;;;;;;;;;;;;;;,
191;203;241;89;b_mx_25_san_blas;x;;;;;;;;;;;;;;;;;;;,
192;250;211;82;b_mx_25_choix;x;;;;;;;;;;;;;;;;;;;,
193;230;201;119;b_mx_25_el_fuerte;x;;;;;;;;;;;;;;;;;;;,
194;196;233;0;b_us_or_pendleton;x;;;;;;;;;;;;;;;;;;;,
195;255;239;1;b_us_or_hermiston;x;;;;;;;;;;;;;;;;;;;,
196;243;195;0;b_us_or_starkey;x;;;;;;;;;;;;;;;;;;;,
197;251;188;0;b_us_or_pilot_rock;x;;;;;;;;;;;;;;;;;;;,
198;213;233;0;b_br_21_palmeiras;x;;;;;;;;;;;;;;;;;;;,
199;224;216;0;b_br_21_niter_i;x;;;;;;;;;;;;;;;;;;;,
200;245;208;7;b_br_21_itabora_;x;;;;;;;;;;;;;;;;;;;,
201;210;187;168;b_ve_03_el_lajero;x;;;;;;;;;;;;;;;;;;;,
202;198;173;166;b_ve_12_la_veguita;x;;;;;;;;;;;;;;;;;;;,
203;200;184;48;b_us_ny_cobleskill;x;;;;;;;;;;;;;;;;;;;,
204;209;176;0;b_us_ny_amsterdam;x;;;;;;;;;;;;;;;;;;;,
205;195;157;222;b_ar_05_san_agust_n;x;;;;;;;;;;;;;;;;;;;,
206;254;169;196;b_ar_05_alta_gracia;x;;;;;;;;;;;;;;;;;;;,
207;202;137;155;b_ar_05_oncativo;x;;;;;;;;;;;;;;;;;;;,
208;201;167;55;b_mx_17_yecapixtla;x;;;;;;;;;;;;;;;;;;;,
209;206;165;71;b_mx_17_zacatepec;x;;;;;;;;;;;;;;;;;;;,
210;210;164;58;b_mx_17_cuernavaca;x;;;;;;;;;;;;;;;;;;;,
211;250;161;49;b_mx_17_cuautla;x;;;;;;;;;;;;;;;;;;;,
212;236;135;56;b_mx_17_axochiapan;x;;;;;;;;;;;;;;;;;;;,
213;255;108;69;b_br_23_douradilho;x;;;;;;;;;;;;;;;;;;;,
214;217;103;108;b_br_23_beco_do_beto;x;;;;;;;;;;;;;;;;;;;,
215;235;97;86;b_br_23_da_manga;x;;;;;;;;;;;;;;;;;;;,
216;229;130;111;b_br_23_gua_ba;x;;;;;;;;;;;;;;;;;;;,
217;233;97;123;b_ca_on_tobacco_lake;x;;;;;;;;;;;;;;;;;;;,
218;255;79;87;b_ca_on_little_current;x;;;;;;;;;;;;;;;;;;;,
219;208;108;72;b_ca_on_wikwemikong;x;;;;;;;;;;;;;;;;;;;,
220;216;89;35;b_co_36_brisas_de_quebradita;x;;;;;;;;;;;;;;;;;;;,
221;201;71;74;b_co_26_land_zuri;x;;;;;;;;;;;;;;;;;;;,
222;209;65;89;b_co_26_cimitarra;x;;;;;;;;;;;;;;;;;;;,
223;216;100;22;b_us_il_morris;x;;;;;;;;;;;;;;;;;;;,
224;204;100;5;b_us_il_gilman;x;;;;;;;;;;;;;;;;;;;,
225;255;86;0;b_us_il_limestone;x;;;;;;;;;;;;;;;;;;;,
226;255;52;0;b_us_il_kankakee;x;;;;;;;;;;;;;;;;;;;,
227;243;27;138;b_co_31_arebe;x;;;;;;;;;;;;;;;;;;;,
228;225;0;112;b_ve_01_lagunitas;x;;;;;;;;;;;;;;;;;;;,
229;217;0;133;b_co_31_puerto_santa_isabel;x;;;;;;;;;;;;;;;;;;;,
230;255;0;43;b_ca_bc_christina_lake;x;;;;;;;;;;;;;;;;;;;,
231;220;32;29;b_us_wa_bodie;x;;;;;;;;;;;;;;;;;;;,
232;242;0;63;b_ca_bc_grand_forks;x;;;;;;;;;;;;;;;;;;;,
233;253;243;125;b_pa_02_david;x;;;;;;;;;;;;;;;;;;;,
234;214;239;176;b_pa_02_la_concepci_n;x;;;;;;;;;;;;;;;;;;;,
235;246;237;166;b_pa_02_puerto_armuelles;x;;;;;;;;;;;;;;;;;;;,
236;204;193;132;b_pa_02_alto_boquete;x;;;;;;;;;;;;;;;;;;;,
237;221;215;81;b_us_mn_brainerd;x;;;;;;;;;;;;;;;;;;;,
238;196;171;83;b_us_mn_grand_rapids;x;;;;;;;;;;;;;;;;;;;,
239;252;173;102;b_us_mn_long_prairie;x;;;;;;;;;;;;;;;;;;;,
240;212;169;99;b_us_mn_walker;x;;;;;;;;;;;;;;;;;;;,
241;255;114;214;b_us_fl_naples;x;;;;;;;;;;;;;;;;;;;,
242;255;114;186;b_us_fl_fort_meyers;x;;;;;;;;;;;;;;;;;;;,
243;242;179;171;b_us_fl_bonita_springs;x;;;;;;;;;;;;;;;;;;;,
244;213;151;171;b_us_fl_port_charlotte;x;;;;;;;;;;;;;;;;;;;,
245;241;123;143;b_us_nv_ely;x;;;;;;;;;;;;;;;;;;;,
246;244;106;148;b_us_nv_baker;x;;;;;;;;;;;;;;;;;;;,
247;196;122;184;b_gl_bjarneyjar;x;;;;;;;;;;;;;;;;;;;,
248;234;117;139;b_alftafjord;x;;;;;;;;;;;;;;;;;;;,
249;240;97;171;b_ketilsfjord;x;;;;;;;;;;;;;;;;;;;,
250;253;91;41;b_gt_01_panzos;x;;;;;;;;;;;;;;;;;;;,
251;209;155;0;b_gt_09_puerto_barrios;x;;;;;;;;;;;;;;;;;;;,
252;194;136;9;b_gt_09_morales;x;;;;;;;;;;;;;;;;;;;,
253;214;135;35;b_gt_09_el_estor;x;;;;;;;;;;;;;;;;;;;,
254;251;128;104;b_hn_06_la_lima;x;;;;;;;;;;;;;;;;;;;,
255;227;127;87;Naranjos;x;;;;;;;;;;;;;;;;;;;,
256;195;91;80;b_hn_06_san_pedro_sula;x;;;;;;;;;;;;;;;;;;;,
257;255;84;61;b_hn_06_choloma;x;;;;;;;;;;;;;;;;;;;,
258;206;107;54;b_mx_25_la_cruz;x;;;;;;;;;;;;;;;;;;;,
259;255;101;63;b_mx_25_cosal_;x;;;;;;;;;;;;;;;;;;;,
260;252;147;67;b_mx_25_elota;x;;;;;;;;;;;;;;;;;;;,
261;218;140;62;b_mx_25_guadalupe_victoria;x;;;;;;;;;;;;;;;;;;;,
262;223;99;29;b_us_ca_mad_river;x;;;;;;;;;;;;;;;;;;;,
263;201;93;32;b_us_ca_covelo;x;;;;;;;;;;;;;;;;;;;,
264;224;108;28;b_br_27_cabre_va;x;;;;;;;;;;;;;;;;;;;,
265;237;85;79;b_br_27_jundia_;x;;;;;;;;;;;;;;;;;;;,
266;250;66;73;b_br_27_itatiba;x;;;;;;;;;;;;;;;;;;;,
267;226;58;60;b_us_in_monticello;x;;;;;;;;;;;;;;;;;;;,
268;220;55;59;b_us_in_rensselaer;x;;;;;;;;;;;;;;;;;;;,
269;200;49;97;b_us_in_fowler;x;;;;;;;;;;;;;;;;;;;,
270;253;28;103;b_us_in_lafayette;x;;;;;;;;;;;;;;;;;;;,
271;253;250;35;b_us_ca_novato;x;;;;;;;;;;;;;;;;;;;,
272;238;198;25;b_us_ca_inverness;x;;;;;;;;;;;;;;;;;;;,
273;223;197;0;b_us_ca_san_rafael;x;;;;;;;;;;;;;;;;;;;,
274;244;215;107;b_ar_12_ambil;x;;;;;;;;;;;;;;;;;;;,
275;234;202;125;b_ar_12_agua_colorada;x;;;;;;;;;;;;;;;;;;;,
276;229;183;80;b_ar_12_el_rodeo;x;;;;;;;;;;;;;;;;;;;,
277;255;170;129;b_ar_12_chelcos;x;;;;;;;;;;;;;;;;;;;,
278;235;183;187;b_mx_14_guerrero;x;;;;;;;;;;;;;;;;;;;,
279;216;205;135;b_mx_14_huejuquilla_el_alto;x;;;;;;;;;;;;;;;;;;;,
280;202;188;174;b_mx_32_monte_escobedo;x;;;;;;;;;;;;;;;;;;;,
281;234;161;136;b_mx_32_j_jes_s_gonz_lez_ortega;x;;;;;;;;;;;;;;;;;;;,
282;233;193;159;b_ca_qc_roulier;x;;;;;;;;;;;;;;;;;;;,
283;208;167;143;b_ca_qc_amos;x;;;;;;;;;;;;;;;;;;;,
284;229;156;200;b_ca_qc_rouyn_noranda;x;;;;;;;;;;;;;;;;;;;,
285;216;187;60;b_br_11_jos_nino;x;;;;;;;;;;;;;;;;;;;,
286;208;179;94;b_br_11_barra;x;;;;;;;;;;;;;;;;;;;,
287;232;150;91;b_br_11__gua_clara;x;;;;;;;;;;;;;;;;;;;,
288;230;133;104;b_br_11_campo_verde;x;;;;;;;;;;;;;;;;;;;,
289;255;86;36;b_us_ca_irvine;x;;;;;;;;;;;;;;;;;;;,
290;211;117;6;b_us_ca_santa_ana;x;;;;;;;;;;;;;;;;;;;,
291;241;103;0;b_us_ca_laguna_beach;x;;;;;;;;;;;;;;;;;;;,
292;234;132;0;b_us_ca_anaheim;x;;;;;;;;;;;;;;;;;;;,
293;231;110;122;b_us_or_watson;x;;;;;;;;;;;;;;;;;;;,
294;225;109;119;b_us_or_harper;x;;;;;;;;;;;;;;;;;;;,
295;228;105;104;b_us_or_andrews;x;;;;;;;;;;;;;;;;;;;,
296;251;100;190;b_br_15_ouro_preto;x;;;;;;;;;;;;;;;;;;;,
297;230;89;152;b_br_15_bar_o_de_cocais;x;;;;;;;;;;;;;;;;;;;,
298;251;85;195;b_br_15_mariana;x;;;;;;;;;;;;;;;;;;;,
299;241;64;165;b_br_15_nova_lima;x;;;;;;;;;;;;;;;;;;;,
300;239;37;174;b_br_15_caet_;x;;;;;;;;;;;;;;;;;;;,
301;250;49;35;b_ve_15_c_a;x;;;;;;;;;;;;;;;;;;;,
302;221;42;35;b_ve_15_santa_teresa_del_tuy;x;;;;;;;;;;;;;;;;;;;,
303;205;42;48;b_ve_25_caracas;x;;;;;;;;;;;;;;;;;;;,
304;197;68;131;b_ar_03_los_frentones;x;;;;;;;;;;;;;;;;;;;,
305;238;41;188;b_ar_22_campo_gallo;x;;;;;;;;;;;;;;;;;;;,
306;234;29;141;b_ar_22_bajo_grande;x;;;;;;;;;;;;;;;;;;;,
307;255;15;149;b_ar_22_candelaria;x;;;;;;;;;;;;;;;;;;;,
308;194;10;171;b_ar_03_taco;x;;;;;;;;;;;;;;;;;;;,
309;246;13;168;b_us_wy_pinedale;x;;;;;;;;;;;;;;;;;;;,
310;204;7;150;b_us_wy_marbleton;x;;;;;;;;;;;;;;;;;;;,
311;255;36;188;b_us_wy_atlantic_city;x;;;;;;;;;;;;;;;;;;;,
312;255;249;182;b_us_ny_brookhaven;x;;;;;;;;;;;;;;;;;;;,
313;251;227;191;b_us_ny_southampton;x;;;;;;;;;;;;;;;;;;;,
314;243;197;205;b_us_ny_riverhead;x;;;;;;;;;;;;;;;;;;;,
315;239;187;110;b_us_ca_yreka;x;;;;;;;;;;;;;;;;;;;,
316;222;189;105;b_us_ca_mount_shasta;x;;;;;;;;;;;;;;;;;;;,
317;244;170;208;b_ca_qc_kuururjuaq;x;;;;;;;;;;;;;;;;;;;,
318;255;163;154;b_ca_qc_killiniq;x;;;;;;;;;;;;;;;;;;;,
319;212;148;177;b_ca_qc_kangiqsualujjuaq;x;;;;;;;;;;;;;;;;;;;,
320;249;124;200;b_us_il_harrisburg;x;;;;;;;;;;;;;;;;;;;,
321;190;118;153;b_us_il_vienna;x;;;;;;;;;;;;;;;;;;;,
322;236;90;150;b_us_il_carbondale;x;;;;;;;;;;;;;;;;;;;,
323;209;134;186;b_us_il_anna;x;;;;;;;;;;;;;;;;;;;,
324;218;62;122;b_us_wy_basin;x;;;;;;;;;;;;;;;;;;;,
325;254;110;117;b_us_wy_thermopolis;x;;;;;;;;;;;;;;;;;;;,
326;194;76;91;b_us_wy_worland;x;;;;;;;;;;;;;;;;;;;,
327;217;80;20;b_us_mn_northfield;x;;;;;;;;;;;;;;;;;;;,
328;248;62;71;b_us_mn_lake_city;x;;;;;;;;;;;;;;;;;;;,
329;200;52;84;b_us_mn_rochester;x;;;;;;;;;;;;;;;;;;;,
330;211;105;139;b_ar_02_albigasta;x;;;;;;;;;;;;;;;;;;;,
331;227;60;108;b_ar_02_ica_o;x;;;;;;;;;;;;;;;;;;;,
